Comune,Longitudine,Latitudine
san giustino,12.17675249,43.54864869
sant anatolia narco,12.83600807,42.73311656
scheggia e pascelupo,12.66800081,43.40373635
scheggino,12.83118953,42.71258733
sellano,12.92706915,42.88882783
sigillo,12.74076941,43.3312836
spello,12.67126173,42.99250937
spoleto,12.73830119,42.73448355
todi,12.40689673,42.7822488
torgiano,12.43398052,43.0257264
trevi,12.74769941,42.87712949
tuoro sul trasimeno,12.07173598,43.20875849
umbertide,12.32693492,43.30646239
valfabbrica,12.60129441,43.15940657
vallo nera,12.86220539,42.76931597
valtopina,12.75447309,43.0590367
acquasparta,12.54631473,42.69062742
allerona,11.97385887,42.81170398
alviano,12.29564824,42.58772713
amelia,12.41191794,42.55889701
arrone,12.76962517,42.58314672
attigliano,12.28942454,42.51493803
baschi,12.2162764,42.67013123
calvi umbria,12.56678631,42.40114111
castel giorgio,11.97960194,42.70779275
castel viscardo,12.00153506,42.7557424
fabro,12.01294186,42.86344686
ferentillo,12.78986721,42.62053296
ficulle,12.06634307,42.83632012
giove,12.3250503,42.50928609
guardea,12.29723847,42.62353076
lugnano teverina,12.33032186,42.57428706
montecastrilli,12.4877868,42.64979219
montecchio,12.28799914,42.66237686
montefranco,12.76660902,42.59704856
montegabbione,12.09252585,42.92123817
monteleone d orvieto,12.05156237,42.91646062
narni,12.51528967,42.5192581
orvieto,12.10831017,42.71817773
otricoli,12.47829719,42.4233429
parrano,12.10569682,42.86353142
penna teverina,12.3553855,42.49301561
polino,12.84380126,42.58480961
porano,12.10199382,42.68703342
san gemini,12.54624736,42.61338039
san venanzo,12.26620541,42.86885453
stroncone,12.66274663,42.49825057
terni,12.64668751,42.56071258
avigliano umbro,12.42809534,42.65508185
acquapendente,11.86505396,42.74404371
arlena castro,11.82358342,42.46300273
bagnoregio,12.09850331,42.62607501
barbarano romano,12.06596285,42.25224905
bassano romano,12.19265891,42.21828248
bassano teverina,12.30840046,42.46308252
blera,12.02576207,42.27419127
bolsena,11.98758564,42.64473634
bomarzo,12.25137261,42.49102137
calcata,12.42572011,42.21975805
canepina,12.2336513,42.3808029
canino,11.74907335,42.46417405
capodimonte,11.90629883,42.54894033
capranica,12.17806154,42.25667881
caprarola,12.2379676,42.32757149
carbognano,12.26677248,42.33211081
castel sant elia,12.36809312,42.24932447
castiglione teverina,12.20411325,42.64495596
celleno,12.12640548,42.55980332
cellere,11.76784122,42.50798961
civita castellana,12.41176641,42.28917672
civitella d agliano,12.18795854,42.60622651
corchiano,12.3566403,42.34558918
fabrica roma,12.29517695,42.33473421
faleria,12.44319267,42.2262545
farnese,11.72449715,42.55018022
gallese,12.4044919,42.3724145
gradoli,11.85609185,42.64373853
graffignano,12.20480114,42.57319312
grotte castro,11.87023789,42.67394823
ischia castro,11.75781453,42.54417034
latera,11.8284298,42.62640578
lubriano,12.10712247,42.63534826
marta,11.92515695,42.53500095
montalto castro,11.6041783,42.35322958
montefiascone,12.03036871,42.5376144
monte romano,11.89877735,42.26791669
monterosi,12.30994148,42.19559259
nepi,12.34881332,42.2423702
onano,11.81498404,42.69372417
oriolo romano,12.13806733,42.15846313
orte,12.38639201,42.46044511
piansano,11.82824744,42.5178869
proceno,11.83043541,42.75720626
ronciglione,12.21573343,42.291719
villa san giovanni tuscia,12.05294039,42.28352046
san lorenzo nuovo,11.90609726,42.68559315
soriano nel cimino,12.23472232,42.41892819
sutri,12.22484309,42.24202105
tarquinia,11.75823363,42.25445005
tessennano,11.79232316,42.48041292
tuscania,11.87564309,42.41671675
valentano,11.81838045,42.56920061
vallerano,12.26395806,42.38378156
vasanello,12.34649455,42.41815812
vejano,12.0952763,42.21630253
vetralla,12.05352034,42.32081893
vignanello,12.27807018,42.3838434
viterbo,12.10473417,42.41738279
vitorchiano,12.17422339,42.47031031
accumoli,13.24768618,42.69478482
amatrice,13.28838645,42.62938445
antrodoco,13.08020398,42.41753444
ascrea,12.99672207,42.19569977
belmonte sabina,12.89269099,42.31825684
borbona,13.13254691,42.51224599
borgorose,13.23257107,42.19338673
borgo velino,13.05849178,42.40560326
cantalice,12.90354982,42.4682975
cantalupo sabina,12.6467734,42.30787333
casaprota,12.80366243,42.25184635
casperia,12.67030246,42.33795917
castel tora,12.9643336,42.21549311
castelnuovo farfa,12.74269994,42.23191048
castel sant angelo,13.02993539,42.39477735
cittaducale,12.94815044,42.38666058
cittareale,13.15983457,42.61761561
collalto sabino,13.04828421,42.13642854
colle tora,12.94777706,42.21208443
collegiove,13.03707139,42.17488382
collevecchio,12.55272005,42.33544102
colli sul velino,12.77970786,42.49898368
concerviano,12.98572319,42.3234483
configni,12.64234768,42.42362526
contigliano,12.76654796,42.41074729
cottanello,12.68643862,42.40618185
fara sabina,12.72925133,42.20952713
fiamignano,13.12550508,42.264822
forano,12.59503004,42.29791477
frasso sabino,12.80531328,42.2296654
greccio,12.76910487,42.45368971
labro,12.80017121,42.52577061
leonessa,12.9638991,42.56148656
longone sabino,12.96549467,42.27242688
magliano sabina,12.48099427,42.36133088
marcetelli,13.0472278,42.22678804
micigliano,13.05493259,42.45094662
mompeo,12.75117077,42.24771216
montasola,12.68099168,42.38556136
montebuono,12.59770719,42.36590805
monteleone sabino,12.85902262,42.23257917
montenero sabino,12.81316502,42.28124115
monte san giovanni sabina,12.77768379,42.32818184
montopoli sabina,12.69191102,42.244707
morro reatino,12.83216365,42.52584956
nespolo,13.06948311,42.15574574
orvinio,12.93747278,42.13155692
paganico sabino,12.99748681,42.18954914
pescorocchiano,13.14849923,42.20605943
petrella salto,13.06836049,42.29456266
poggio bustone,12.88579738,42.50213769
poggio catino,12.69180997,42.29507251
poggio mirteto,12.68365453,42.26459033
poggio moiano,12.87711591,42.20187049
poggio nativo,12.79532867,42.21582394
poggio san lorenzo,12.84551099,42.25290356
posta,13.0962445,42.52345282
pozzaglia sabina,12.96455168,42.15979452
rieti,12.86205941,42.40488444
rivodutri,12.85515228,42.51603831
roccantica,12.69233445,42.32080116
rocca sinibalda,12.92576363,42.27421911
salisano,12.74561588,42.25748301
scandriglia,12.84210334,42.16506269
selci,12.62266916,42.31971812
stimigliano,12.56568827,42.29775911
tarano,12.5948933,42.35584072
toffia,12.752368,42.21251146
torricella sabina,12.86972234,42.26074633
torri sabina,12.63846745,42.35308155
turania,13.00977455,42.137431
vacone,12.63579383,42.3862681
varco sabino,13.01996173,42.23963177
affile,13.09728573,41.8843797
agosta,13.03208284,41.98200211
albano laziale,12.65870332,41.72911179
allumiere,11.90213898,42.15653936
anguillara sabazia,12.26978922,42.09291489
anticoli corrado,12.99038438,42.00933844
anzio,12.62871796,41.44805488
arcinazzo romano,13.11410074,41.88021199
ariccia,12.67058132,41.72002036
arsoli,13.01652592,42.04140907
artena,12.91536174,41.73866267
bellegra,13.02804743,41.88107829
bracciano,12.17562398,42.10335079
camerata nuova,13.10813431,42.01844898
campagnano roma,12.38325316,42.14081533
canale monterano,12.1035349,42.13666615
canterano,13.03756772,41.94185299
capena,12.53927993,42.14078338
capranica prenestina,12.95234869,41.86207232
carpineto romano,13.085303,41.60441817
casape,12.88613851,41.90640585
castel gandolfo,12.65046085,41.74675972
castel madama,12.86857387,41.97566126
castelnuovo porto,12.50044876,42.1257946
castel san pietro romano,12.89475264,41.8463723
cave,12.93178739,41.81808415
cerreto laziale,12.98165037,41.94436521
cervara roma,13.06769786,41.98808485
cerveteri,12.09896835,41.99824253
ciciliano,12.9416369,41.96123855
cineto romano,12.96392369,42.05024048
civitavecchia,11.79337907,42.09212993
civitella san paolo,12.58250291,42.19588589
colleferro,13.00559155,41.73041246
colonna,12.75111571,41.83430617
fiano romano,12.59244302,42.17200417
filacciano,12.59771008,42.25517909
formello,12.40084704,42.08022139
frascati,12.68079241,41.80598978
gallicano nel lazio,12.82256314,41.87003789
gavignano,13.05260268,41.69808256
genazzano,12.97235401,41.83171814
genzano roma,12.69132211,41.70690415
gerano,12.99397258,41.93381754
gorga,13.11078959,41.6559423
grottaferrata,12.66772877,41.78846097
guidonia montecelio,12.72638633,42.000078
jenne,13.16781049,41.88747034
labico,12.88606511,41.78562954
lanuvio,12.7029783,41.67976979
licenza,12.90172348,42.07436079
magliano romano,12.43629649,42.15986389
mandela,12.92375346,42.0319438
manziana,12.12824574,42.12945259
marano equo,13.01686199,41.99465909
marcellina,12.80724546,42.02299629
marino,12.65860986,41.76970177
mazzano romano,12.39943403,42.20466917
mentana,12.63722447,42.03370532
monte compatri,12.73699939,41.8082795
monteflavio,12.83070249,42.11099032
montelanico,13.0395477,41.64954284
montelibretti,12.73887802,42.13494236
monte porzio catone,12.71666163,41.81560031
monterotondo,12.61624809,42.05132067
montorio romano,12.80593453,42.13726876
moricone,12.77393687,42.11659725
morlupo,12.50441308,42.14283117
nazzano,12.59725095,42.22864975
nemi,12.71442613,41.72015954
nerola,12.78665137,42.16202285
nettuno,12.66141549,41.45748878
olevano romano,13.03247714,41.8607251
palestrina,12.88915634,41.83942538
palombara sabina,12.76511218,42.066546
percile,12.91040936,42.09466158
pisoniano,12.95900084,41.90814687
poli,12.89328898,41.88717142
pomezia,12.50163468,41.67003149
ponzano romano,12.57186287,42.25820276
riano,12.52273093,42.09138788
rignano flaminio,12.48070804,42.20974459
riofreddo,12.99949492,42.0613698
rocca canterano,13.02386774,41.95497407
rocca cave,12.94559134,41.84634046
rocca papa,12.70842384,41.76199841
roccagiovine,12.89860198,42.05023163
rocca priora,12.76324846,41.79422359
rocca santo stefano,13.02446967,41.91052219
roiate,13.06445203,41.87412437
roma,12.48366723,41.89277044
roviano,12.99452797,42.02614365
sacrofano,12.44781552,42.10575247
sambuci,12.93740404,41.98627446
san gregorio da sassola,12.87253225,41.91815747
san polo cavalieri,12.84004589,42.01230773
santa marinella,11.85414402,42.0335655
sant angelo romano,12.71302578,42.03401823
sant oreste,12.51988081,42.23405018
san vito romano,12.9833423,41.88276576
saracinesco,12.95229741,42.00407117
segni,13.02317379,41.69145242
subiaco,13.09973738,41.92523064
tivoli,12.79846907,41.9634984
tolfa,11.93775828,42.14957732
torrita tiberina,12.61740749,42.2367824
trevignano romano,12.24515101,42.15575986
vallepietra,13.23084982,41.9267951
vallinfreda,12.99540737,42.08448991
valmontone,12.91774603,41.77688498
velletri,12.77719681,41.68638171
vicovaro,12.891534,42.01448366
vivaro romano,13.00664217,42.10031667
zagarolo,12.82963823,41.83986542
lariano,12.83261406,41.72792282
ladispoli,12.0699859,41.95487983
ardea,12.54537478,41.60929055
ciampino,12.60168888,41.80288346
san cesareo,12.80070668,41.8214659
fiumicino,12.23686815,41.77221205
fonte nuova,12.61887253,41.99627325
aprilia,12.64816922,41.59415376
bassiano,13.03225445,41.54933965
campodimele,13.53023042,41.38979943
castelforte,13.82274862,41.30023026
cisterna latina,12.82827445,41.59277039
cori,12.91320333,41.64241501
fondi,13.42990802,41.35691056
formia,13.60592654,41.25568883
gaeta,13.57195666,41.21336432
itri,13.5312565,41.29091913
latina,12.90368485,41.46759464
lenola,13.46182316,41.40949055
maenza,13.18067589,41.52275399
minturno,13.74656442,41.26245383
monte san biagio,13.35115039,41.35296788
norma,12.97252223,41.58528452
pontinia,13.0440276,41.40822926
ponza,12.96868459,40.89486838
priverno,13.18065288,41.47400223
prossedi,13.26105909,41.51691062
roccagorga,13.15533995,41.52611175
rocca massima,12.91986368,41.67836612
roccasecca volsci,13.21249479,41.47982903
sabaudia,13.02490624,41.30012397
san felice circeo,13.08869724,41.23348225
santi cosma e damiano,13.81401718,41.29983205
sermoneta,12.98383195,41.54973365
sezze,13.05876813,41.49794258
sonnino,13.24168557,41.41424407
sperlonga,13.4361534,41.25734903
spigno saturnia,13.73422918,41.30554026
terracina,13.24878732,41.29189727
ventotene,13.43304688,40.79636158
acquafondata,13.95216686,41.54312171
acuto,13.17302627,41.79186612
alatri,13.34210735,41.72647125
alvito,13.74263677,41.68776332
amaseno,13.33578221,41.46812425
anagni,13.15452041,41.74393633
aquino,13.70399751,41.49248588
arce,13.57406212,41.5877795
arnara,13.38767675,41.58376978
arpino,13.61079096,41.64812799
atina,13.80035528,41.61982849
ausonia,13.74885639,41.35424556
belmonte castello,13.81174168,41.57825599
boville ernica,13.47086194,41.64313009
broccostella,13.63445627,41.70351486
campoli appennino,13.678822,41.73786216
casalattico,13.72466715,41.62146632
casalvieri,13.71315701,41.63141639
cassino,13.83012821,41.49267611
castelliri,13.55048133,41.67931153
castelnuovo parano,13.75533546,41.37776072
castrocielo,13.69628897,41.53117816
castro volsci,13.40667433,41.50865805
ceccano,13.33363716,41.5685648
ceprano,13.51942338,41.54568915
cervaro,13.90505228,41.48103896
colfelice,13.60565991,41.55588125
collepardo,13.36771371,41.76118715
colle san magno,13.6939922,41.5498351
coreno ausonio,13.77731912,41.34629044
esperia,13.68493518,41.38519021
falvaterra,13.52259063,41.50386136
ferentino,13.25284809,41.69231575
filettino,13.32412179,41.89024232
fiuggi,13.22124822,41.80425759
fontana liri,13.54994777,41.61106913
fontechiari,13.67654778,41.67003168
frosinone,13.35117166,41.63964569
fumone,13.28946381,41.72795166
gallinaro,13.79863898,41.65778491
giuliano roma,13.27971133,41.53983203
guarcino,13.31389882,41.79951641
isola liri,13.57497154,41.678419
monte san giovanni campano,13.51586013,41.63904533
morolo,13.19702178,41.63783758
paliano,13.05934171,41.80489346
pastena,13.49201899,41.4679456
patrica,13.2438732,41.59212998
pescosolido,13.65572861,41.74971968
picinisco,13.86717295,41.64682749
pico,13.55871303,41.45170844
piedimonte san germano,13.75034131,41.49737148
piglio,13.14554512,41.8301581
pignataro interamna,13.78895277,41.43728173
pofi,13.41527811,41.56545286
pontecorvo,13.66537138,41.45740222
posta fibreno,13.69687631,41.69339124
ripi,13.42648911,41.61271944
rocca d arce,13.5837364,41.58753355
roccasecca,13.66861615,41.55183951
san biagio saracinisco,13.927667,41.61349672
san donato val comino,13.81377968,41.70814975
san giorgio a liri,13.76661817,41.40686611
san giovanni incarico,13.55718757,41.50302084
sant ambrogio sul garigliano,13.86911698,41.39037063
sant andrea garigliano,13.8419098,41.36584859
sant apollinare,13.83064469,41.40194816
sant elia fiumerapido,13.86540818,41.53966434
santopadre,13.63483503,41.60306777
san vittore lazio,13.93553502,41.46432341
serrone,13.09654728,41.84066558
settefrati,13.85022232,41.67028051
sgurgola,13.14978577,41.67072454
sora,13.61362757,41.72008003
strangolagalli,13.49189605,41.60110077
supino,13.22332679,41.60898643
terelle,13.77894017,41.55356649
torre cajetani,13.26303686,41.78921542
torrice,13.39810945,41.62950876
trevi nel lazio,13.2481053,41.86223006
trivigliano,13.27282046,41.77595255
vallecorsa,13.40576692,41.44465676
vallemaio,13.81155025,41.36610154
vallerotonda,13.91259942,41.55217081
veroli,13.41787776,41.69100425
vicalvi,13.70593287,41.67650371
vico nel lazio,13.3415973,41.77679317
villa latina,13.837356,41.61381675
villa santa lucia,13.76979347,41.50910263
villa santo stefano,13.31096059,41.51691711
viticuso,13.96868058,41.52461286
ailano,14.20351931,41.39076138
alife,14.33616107,41.32713742
alvignano,14.33676719,41.24491961
arienzo,14.49379698,41.02554469
aversa,14.20627126,40.9730782
baia e latina,14.25034037,41.3005341
bellona,14.22849069,41.16032848
caianello,14.0780728,41.30426509
caiazzo,14.36567455,41.17756413
calvi risorta,14.13101024,41.2155971
camigliano,14.21035628,41.18289425
cancello ed arnone,14.02597438,41.07353284
capodrise,14.30075451,41.04196082
capriati a volturno,14.14610942,41.46926476
capua,14.21085054,41.10762792
carinaro,14.21700446,40.98895817
carinola,13.98181287,41.18743798
casagiove,14.31119949,41.08218576
casal principe,14.13055884,41.00735255
casaluce,14.19437506,41.00234452
casapulla,14.28855719,41.07477399
caserta,14.33240485,41.07465878
castel campagnano,14.4530029,41.18239826
castel sasso,14.28435634,41.19769212
castello matese,14.37791299,41.36675267
castel morrone,14.35762396,41.12028848
castel volturno,13.94094427,41.0346053
cervino,14.42434334,41.03971
cesa,14.23044571,40.96254438
ciorlano,14.15804795,41.45047076
conca campania,13.99142237,41.33173758
curti,14.27655605,41.07449401
dragoni,14.30845696,41.27339687
fontegreca,14.1838485,41.45652512
formicola,14.23299177,41.21071714
francolise,14.05618895,41.18521699
frignano,14.17949932,40.99496906
gallo matese,14.22518593,41.46498739
galluccio,13.95613005,41.34148314
giano vetusto,14.19310542,41.20407654
gioia sannitica,14.44380863,41.29965161
grazzanise,14.09822789,41.09020288
gricignano aversa,14.23285595,40.98152228
letino,14.24998246,41.45233405
liberi,14.28220876,41.2227652
lusciano,14.19168991,40.96967738
macerata campania,14.27444243,41.06309777
maddaloni,14.38381932,41.03861142
marcianise,14.2994533,41.03554506
marzano appio,14.03933051,41.31628332
mignano monte lungo,13.98743095,41.40673147
mondragone,13.88716123,41.11293737
orta atella,14.26935489,40.96645147
parete,14.16421608,40.95650571
pastorano,14.20148269,41.18228429
piana monte verna,14.3340482,41.16755929
piedimonte matese,14.37421618,41.35594304
