Comune,Longitudine,Latitudine
diamante,15.82176185,39.67632526
dipignano,16.25224534,39.23767313
domanico,16.20734893,39.21523217
fagnano castello,16.05445487,39.56115859
falconara albanese,16.08827857,39.27437583
figline vegliaturo,16.32940444,39.22605287
firmo,16.17833922,39.72207745
fiumefreddo bruzio,16.06634886,39.23589126
francavilla marittima,16.38751107,39.81978031
frascineto,16.26281179,39.83697242
fuscaldo,16.03134735,39.41626329
grimaldi,16.23468119,39.13972195
grisolia,15.85375821,39.72645185
guardia piemontese,15.99968553,39.46520252
lago,16.1491028,39.16655127
laino borgo,15.97230029,39.95478426
laino castello,15.97444333,39.9344474
lappano,16.31382807,39.31926681
lattarico,16.13660369,39.46209103
longobardi,16.07681773,39.20742335
longobucco,16.60949425,39.44871877
lungro,16.12174742,39.74407353
luzzi,16.28817661,39.44634155
maiera,15.85041145,39.71612827
malito,16.24646658,39.15887133
malvito,16.05340915,39.60105409
mandatoriccio,16.83669521,39.4702289
mangone,16.33262497,39.20437182
marano marchesato,16.1736201,39.31506293
marano principato,16.17424589,39.30129249
marzi,16.30704697,39.17062752
mendicino,16.19288767,39.26211657
mongrassano,16.11144528,39.52715037
montalto uffugo,16.15846935,39.40552343
montegiordano,16.53244946,40.04407506
morano calabro,16.13534776,39.84180415
mormanno,15.98760211,39.88973067
mottafollone,16.06664094,39.64705834
nocara,16.48353728,40.09894271
oriolo,16.44448908,40.05293541
orsomarso,15.90784885,39.79908366
paludi,16.67857124,39.53101927
panettieri,16.45375019,39.06007069
paola,16.04152008,39.35993586
papasidero,15.90580955,39.87158979
parenti,16.41276477,39.16280163
paterno calabro,16.26310291,39.22515259
pedivigliano,16.30486327,39.1103358
piane crati,16.32298308,39.23479514
pietrafitta,16.33876248,39.26192011
pietrapaola,16.81598135,39.48683052
plataci,16.43147687,39.90070112
praia a mare,15.77978015,39.89531631
rende,16.18041387,39.3315362
rocca imperiale,16.57535113,40.11056597
roggiano gravina,16.15813054,39.6164758
rogliano,16.32531753,39.18006073
rose,16.29788201,39.39925354
roseto capo spulico,16.60126564,39.98665166
rossano,16.63286791,39.57523072
rota greca,16.11350876,39.46700606
rovito,16.32271924,39.30990247
san basile,16.16360832,39.81096645
san benedetto ullano,16.12332625,39.42628928
san cosmo albanese,16.42056575,39.58234229
san demetrio corone,16.36319433,39.5676736
san donato ninea,16.04820188,39.71189174
san fili,16.14233499,39.33762813
sangineto,15.91251148,39.60366647
san giorgio albanese,16.45453461,39.58075449
san giovanni fiore,16.69731802,39.25365492
san lorenzo bellizzi,16.32822504,39.88922996
san lorenzo vallo,16.29472655,39.66685921
san lucido,16.05094144,39.30820078
san marco argentano,16.11786811,39.55681601
san martino finita,16.10711702,39.49068894
san nicola arcella,15.79364896,39.8457919
san pietro amantea,16.11243497,39.13658207
san pietro guarano,16.31210874,39.34473972
san sosti,16.02916167,39.65815182
santa caterina albanese,16.07067974,39.58577673
santa domenica talao,15.85542937,39.81957215
sant agata esaro,15.98238081,39.62090696
santa maria cedro,15.83623515,39.74889043
santa sofia d epiro,16.32883248,39.54597475
santo stefano rogliano,16.3207926,39.19223486
san vincenzo la costa,16.1508893,39.36475905
saracena,16.15618881,39.77527455
scala coeli,16.88589056,39.4488244
scalea,15.79100532,39.80643078
scigliano,16.30670827,39.12822708
serra d aiello,16.12612198,39.09003923
spezzano albanese,16.30856798,39.66184414
spezzano sila,16.33736492,39.29780432
tarsia,16.27301582,39.61728492
terranova da sibari,16.34380151,39.65582009
terravecchia,16.94752399,39.46366527
torano castello,16.14471775,39.50489706
tortora,15.76829121,39.92210156
trebisacce,16.53046229,39.86679844
vaccarizzo albanese,16.43323022,39.58707282
verbicaro,15.91112224,39.75488674
villapiana,16.45512175,39.84696351
zumpano,16.29350577,39.31063234
casali manco,16.3373,39.2854
albi,16.59721201,39.02455692
amaroni,16.4483454,38.79361598
amato,16.46276195,38.94139316
andali,16.76704577,39.01394149
argusto,16.4358786,38.68080662
badolato,16.52589516,38.56828186
belcastro,16.78755057,39.01740669
borgia,16.51425094,38.82732561
botricello,16.86126924,38.93733666
caraffa catanzaro,16.48724946,38.88035603
cardinale,16.38613748,38.64241295
carlopoli,16.4548706,39.05716335
catanzaro,16.59440429,38.90597588
cenadi,16.41005658,38.71724722
centrache,16.43017684,38.72952427
cerva,16.74247366,39.020321
chiaravalle centrale,16.41419571,38.68407674
cicala,16.48636411,39.02308071
conflenti,16.28432695,39.07239526
cortale,16.41124273,38.84236651
cropani,16.78283041,38.96821334
curinga,16.3187758,38.82892067
davoli,16.48682424,38.64896491
decollatura,16.35690396,39.0467195
falerna,16.16835256,39.00218588
feroleto antico,16.38742265,38.96176671
fossato serralta,16.57983872,38.99573276
gagliato,16.46351216,38.67682445
gasperina,16.50959271,38.73926423
gimigliano,16.52911804,38.97544283
girifalco,16.42554823,38.82241011
gizzeria,16.2081232,38.97907018
guardavalle,16.50627486,38.50590327
isca sullo ionio,16.51897903,38.60055649
jacurso,16.37858506,38.84737159
magisano,16.62866462,39.01487563
maida,16.3654825,38.8582749
marcedusa,16.83579737,39.02703278
marcellinara,16.49442654,38.92926798
martirano,16.24758566,39.08303308
martirano lombardo,16.23105462,39.07572552
miglierina,16.47246304,38.94761147
montauro,16.5097935,38.74977718
montepaone,16.49864626,38.7216876
motta santa lucia,16.29286748,39.09207639
nocera terinese,16.16400496,39.03744782
olivadi,16.42098923,38.72581188
palermiti,16.45199284,38.74827454
pentone,16.58213116,38.9849907
petrizzi,16.47400505,38.70249016
petrona,16.75617072,39.03947894
pianopoli,16.389177,38.95436631
platania,16.31876806,39.00442189
san floro,16.51859679,38.8377011
san mango d aquino,16.18970726,39.06008104
san pietro a maida,16.34770558,38.84635655
san pietro apostolo,16.46900408,39.00470624
san sostene,16.48751549,38.63732681
santa caterina dello ionio,16.52101095,38.53497539
sant andrea apostolo dello ionio,16.52858453,38.62325931
san vito sullo ionio,16.40711715,38.71060653
satriano,16.4829091,38.66777759
sellia,16.62821011,38.98166655
sellia marina,16.74500566,38.90365941
serrastretta,16.41807486,39.01258872
sersale,16.72561316,39.01215179
settingiano,16.51330397,38.9141382
simeri crichi,16.6461672,38.95525846
sorbo san basile,16.56936887,39.01940302
soverato,16.54941142,38.68848067
soveria mannelli,16.37342158,39.08409185
soveria simeri,16.68043869,38.94626392
squillace,16.51924102,38.78125492
staletti,16.54099411,38.76617764
taverna,16.5824687,39.01999644
tiriolo,16.50752021,38.94621058
torre ruggiero,16.37279955,38.65307662
vallefiorita,16.46438351,38.77635451
zagarise,16.66059993,38.99974523
lamezia terme,16.31939038,38.97522103
africo,16.130377,38.05016319
agnana calabra,16.22514898,38.30235892
anoia,16.08372087,38.43579838
antonimina,16.14824322,38.27297826
ardore,16.16839948,38.19172299
bagaladi,15.82056507,38.02537012
bagnara calabra,15.80043949,38.28421816
benestare,16.1393209,38.18655556
bianco,16.14854306,38.08886468
bivongi,16.4533908,38.48167294
bova,15.93180202,37.99457061
bovalino,16.17412033,38.14668654
bova marina,15.92080751,37.93239132
brancaleone,16.10305034,37.96702175
bruzzano zeffirio,16.08133547,38.01262452
calanna,15.72262678,38.1825707
camini,16.48172971,38.4320328
campo calabro,15.65805338,38.2147002
candidoni,16.08572443,38.50498542
canolo,16.20036564,38.31514174
caraffa bianco,16.08542014,38.09217034
cardeto,15.76576886,38.08440345
careri,16.11621133,38.1786256
casignana,16.09009354,38.09931577
caulonia,16.41049336,38.38139328
cimina,16.14154703,38.24667515
cinquefrondi,16.09663388,38.41618816
cittanova,16.08037793,38.35538079
condofuri,15.85901179,38.00426486
cosoleto,15.92922458,38.27458562
delianuova,15.9181632,38.24038051
feroleto chiesa,16.07012309,38.46609357
ferruzzano,16.08764893,38.03933721
fiumara,15.69216824,38.2108742
galatro,16.10849412,38.46026898
gerace,16.2181618,38.27160155
giffone,16.14999572,38.43887002
gioia tauro,15.89729676,38.42988045
gioiosa ionica,16.30252468,38.33631823
grotteria,16.26520385,38.36845592
laganadi,15.74195731,38.174435
laureana borrello,16.08187729,38.48956467
locri,16.26402974,38.2367479
mammola,16.24051878,38.3620735
marina gioiosa ionica,16.32907275,38.30332259
maropati,16.09650582,38.44266096
martone,16.28731158,38.35374942
melicucca,15.88191801,38.30220447
melicucco,16.05978024,38.43395838
melito porto salvo,15.78509471,37.92087265
molochio,16.03183873,38.30483208
monasterace,16.55274871,38.45363666
montebello ionico,15.75827051,37.98169028
motta san giovanni,15.6973174,38.00175728
oppido mamertina,15.98559889,38.29261123
palizzi,15.98331894,37.91927937
palmi,15.84981529,38.35738161
pazzano,16.45051702,38.47716405
placanica,16.45345062,38.40980046
plati,16.04396894,38.22028042
polistena,16.07617637,38.40797361
portigliola,16.20285092,38.22769007
reggio calabria,15.64345359,38.10922766
riace,16.48085458,38.41805567
rizziconi,15.95875839,38.41185425
roccaforte greco,15.89960399,38.04591019
roccella ionica,16.40346997,38.32524775
roghudi,15.76536718,37.92499481
rosarno,15.98283216,38.487612
samo,16.05630274,38.07413293
san giorgio morgeto,16.10355491,38.38702256
san giovanni gerace,16.27789996,38.36576679
san lorenzo,15.83383671,38.01063508
san luca,16.06726483,38.1451323
san pietro carida,16.13242869,38.52168913
san procopio,15.88943153,38.28173876
san roberto,15.73555509,38.21145453
santa cristina d aspromonte,15.97003517,38.2542747
sant agata bianco,16.08251031,38.09242278
sant alessio aspromonte,15.75730556,38.17219708
sant eufemia d aspromonte,15.85473446,38.26208056
sant ilario dello ionio,16.19253276,38.22083738
santo stefano aspromonte,15.78934566,38.16737949
scido,15.93202,38.24385347
scilla,15.71525562,38.25334976
seminara,15.87049687,38.33609976
serrata,16.10156868,38.5127728
siderno,16.29758961,38.26870019
sinopoli,15.87741532,38.26350265
staiti,16.03350092,38.00005281
stignano,16.47047933,38.41820448
stilo,16.46707105,38.47560489
taurianova,16.01302264,38.35256099
terranova sappo minulio,16.00746647,38.32174864
varapodio,15.98322935,38.3146494
villa san giovanni,15.63692204,38.21916718
san ferdinando,15.91565813,38.48384424
alcamo,12.96497004,37.98060309
buseto palizzolo,12.71132304,38.01217232
calatafimisegesta,12.86271362,37.91416321
campobello mazara,12.74409014,37.63458999
castellammare golfo,12.8804435,38.02637875
castelvetrano,12.79163803,37.67916124
custonaci,12.67554057,38.07802811
erice,12.58703706,38.03810338
favignana,12.32724071,37.93177599
gibellina,12.86981861,37.80994146
marsala,12.43494685,37.79917261
mazara vallo,12.58972014,37.65134848
paceco,12.55709849,37.98109237
pantelleria,11.94474454,36.83189316
partanna,12.88966372,37.7213966
poggioreale,13.03394289,37.76214589
salaparuta,13.00627343,37.75697501
salemi,12.80150907,37.81600398
santa ninfa,12.88021819,37.77382222
san vito lo capo,12.73502088,38.17309895
trapani,12.51365685,38.01850065
valderice,12.61749353,38.03794811
vita,12.81458875,37.86842619
petrosino,12.49232372,37.71276653
alia,13.71312654,37.77857858
alimena,14.11367406,37.69212923
aliminusa,13.78104483,37.86417485
altavilla milicia,13.55045349,38.0423171
altofonte,13.29829071,38.04435532
bagheria,13.51098444,38.07888292
balestrate,13.00438972,38.05131521
baucina,13.53723989,37.92512717
belmonte mezzagno,13.39011115,38.0483523
bisacquino,13.25873047,37.70578743
bolognetta,13.45567566,37.96471871
bompietro,14.09952174,37.74708402
borgetto,13.1427413,38.04642071
caccamo,13.6635321,37.93179987
caltavuturo,13.89007124,37.82030861
campofelice fitalia,13.48457087,37.82621584
campofelice roccella,13.88584537,37.9920103
campofiorito,13.26918551,37.75326228
camporeale,13.09530579,37.89700076
capaci,13.23935186,38.17083872
carini,13.18240939,38.1331909
castelbuono,14.08825699,37.93384847
casteldaccia,13.53252086,38.05536784
castellana sicula,14.0440936,37.78176388
castronovo sicilia,13.6037351,37.67842244
cefala diana,13.46371561,37.9154063
cefalu,14.02202407,38.03969852
cerda,13.81537105,37.9038606
chiusa sclafani,13.26987223,37.67706196
ciminna,13.5619533,37.89726194
cinisi,13.10913663,38.15490295
collesano,13.93754507,37.92105542
contessa entellina,13.18403998,37.72819592
corleone,13.3015804,37.81204186
ficarazzi,13.46320747,38.08835152
gangi,14.20524912,37.7981533
geraci siculo,14.15415104,37.85898758
giardinello,13.1567837,38.08861222
giuliana,13.23787124,37.67426741
godrano,13.4286185,37.90303566
gratteri,13.97307322,37.96731008
isnello,14.00607302,37.94398431
isola delle femmine,13.24620555,38.2005898
lascari,13.9411201,37.99988341
lercara friddi,13.60283501,37.74748969
marineo,13.41410836,37.9526806
mezzojuso,13.46450986,37.86449557
misilmeri,13.45154671,38.0351406
monreale,13.29170019,38.0823269
montelepre,13.17326674,38.08979235
montemaggiore belsito,13.76257765,37.84789269
palazzo adriano,13.37965852,37.68162495
palermo,13.36235675,38.11569725
partinico,13.11521899,38.0480822
petralia soprana,14.10825065,37.79634285
petralia sottana,14.09221617,37.805943
piana albanesi,13.28199289,37.99447148
polizzi generosa,13.99947177,37.81291089
pollina,14.14658207,37.99424976
prizzi,13.4309912,37.72165331
roccamena,13.15530062,37.8385929
roccapalumba,13.6394537,37.80607308
san cipirello,13.18170348,37.96022597
san giuseppe jato,13.18116224,37.96819483
san mauro castelverde,14.19009345,37.91446229
santa cristina gela,13.32751612,37.98508619
santa flavia,13.52499914,38.08217373
sciara,13.76261496,37.91464342
sclafani bagni,13.85460399,37.82112946
termini imerese,13.69594357,37.98680894
terrasini,13.08238845,38.15295377
torretta,13.23313847,38.1311782
trabia,13.65541386,37.99575625
trappeto,13.03652566,38.06655571
ustica,13.19284289,38.71007807
valledolmo,13.82825937,37.74708325
ventimiglia sicilia,13.56791057,37.92614112
vicari,13.57075051,37.82657579
villabate,13.44209183,38.07564273
villafrati,13.48672178,37.9080738
scillato,13.9068297,37.85670474
blufi,14.07674064,37.75230981
alcara li fusi,14.70108558,38.02145385
ali,15.41797276,38.02694065
ali terme,15.42261725,38.00375238
antillo,15.24539421,37.97612979
barcellona pozzo gotto,15.21857534,38.14692512
basico,15.06175499,38.06159926
brolo,14.82771691,38.15684761
capizzi,14.47841766,37.84887419
capo d orlando,14.74392536,38.16030299
capri leone,14.70723848,38.1075257
caronia,14.44076582,38.02470888
casalvecchio siculo,15.32349977,37.95821414
castel lucio,14.31045875,37.88722344
castell umberto,14.80687881,38.0845797
castelmola,15.27665979,37.85818779
castroreale,15.21102502,38.09848356
cesaro,14.71217827,37.84375488
condro,15.32648511,38.17570357
falcone,15.08228905,38.11643166
ficarra,14.8274778,38.1104203
fiumedinisi,15.38231276,38.02502794
floresta,14.90945173,37.98770217
fondachellifantina,15.1730753,37.98597775
forza d agro,15.3351305,37.91411237
francavilla sicilia,15.13614134,37.90124653
frazzano,14.74474753,38.07234359
furci siculo,15.37997427,37.9609047
furnari,15.12548931,38.10475339
gaggi,15.22055836,37.86086335
galati mamertino,14.77102197,38.03302982
gallodoro,15.29381546,37.90168112
giardininaxos,15.27742465,37.84023248
gioiosa marea,14.89284233,38.17198745
graniti,15.22670686,37.89133028
gualtieri sicamino,15.31675986,38.16306516
itala,15.43731628,38.0506133
leni,14.82416615,38.55494763
letojanni,15.3062556,37.88030919
librizzi,14.95818725,38.09716507
limina,15.27264247,37.94087859
lipari,14.95652135,38.46903961
longi,14.75261325,38.02716872
malfa,14.83604364,38.57699743
malvagna,15.05435477,37.91866067
mandanici,15.31711083,38.00229698
mazzarra sant andrea,15.13585547,38.08979715
meri,15.24644375,38.16794237
messina,15.55572383,38.19395841
milazzo,15.24274412,38.22087052
militello rosmarino,14.67603944,38.04635773
mirto,14.75285354,38.08512412
mistretta,14.36235493,37.93048648
moio alcantara,15.05052936,37.89883558
monforte san giorgio,15.38351724,38.15686649
mongiuffi melia,15.27493092,37.90419803
montagnareale,14.94770863,38.13246075
montalbano elicona,15.01413113,38.02371254
motta camastra,15.17250433,37.89568789
motta d affermo,14.30206148,37.98129062
naso,14.78820006,38.12194429
nizza sicilia,15.40794343,37.98886
novara sicilia,15.13193797,38.01624974
oliveri,15.05947815,38.12463376
pace mela,15.30570478,38.18012927
pagliara,15.35949936,37.98658779
patti,14.96403605,38.13978414
pettineo,14.29122447,37.96661363
piraino,14.86316622,38.16189942
raccuja,14.91065006,38.05561324
reitano,14.34444665,37.97307659
roccafiorita,15.26846879,37.92987623
roccalumera,15.39453262,37.97509309
roccavaldina,15.37497616,38.18230046
roccella valdemone,15.0095185,37.93275497
rodi milici,15.16957002,38.11045739
rometta,15.41549487,38.17265545
san filippo mela,15.27181211,38.16929056
san fratello,14.59622906,38.01289142
san marco d alunzio,14.69883524,38.07304978
san pier niceto,15.35151876,38.15873308
san piero patti,14.96622365,38.0506834
san salvatore fitalia,14.77745536,38.07054476
santa domenica vittoria,14.9618867,37.91554631
sant agata militello,14.63367737,38.0695205
sant alessio siculo,15.34477639,37.91757739
santa lucia mela,15.28317623,38.13999317
santa marina salina,14.87169526,38.55942223
sant angelo brolo,14.88215123,38.11320212
santa teresa riva,15.36794666,37.94571282
san teodoro,14.69937355,37.8478077
santo stefano camastra,14.34832712,38.01634772
saponara,15.43425497,38.19386679
savoca,15.33979136,37.9560734
scaletta zanclea,15.45932762,38.0428556
sinagra,14.84952801,38.08323735
spadafora,15.37413714,38.22207704
taormina,15.28308351,37.85113293
torregrotta,15.35231584,38.19165519
tortorici,14.82486377,38.03054087
tripi,15.09943005,38.04933749
tusa,14.23852776,37.98456978
ucria,14.88092158,38.04562699
valdina,15.3707382,38.19349868
venetico,15.36479822,38.21905395
villafranca tirrena,15.43249938,38.23545409
terme vigliatore,15.16241103,38.13672717
acquedolci,14.58806194,38.05636112
torrenova,14.67733979,38.091126
agrigento,13.58457496,37.30971088
alessandria rocca,13.45348842,37.56973494
aragona,13.61778892,37.40243058
bivona,13.44040048,37.61810993
burgio,13.28953712,37.59887056
calamonaci,13.29090306,37.52534229
caltabellotta,13.21565014,37.57690304
camastra,13.79377357,37.25215719
cammarata,13.63797741,37.63272878
campobello licata,13.91888981,37.25978333
canicatti,13.84999085,37.36023871
casteltermini,13.64340312,37.54081015
castrofilippo,13.75018349,37.34868982
cattolica eraclea,13.39539987,37.43952809
cianciana,13.43525819,37.51744705
comitini,13.64362024,37.40860888
favara,13.65646307,37.31070969
grotte,13.6991796,37.4025486
joppolo giancaxio,13.55409781,37.38774566
lampedusa e linosa,12.60984005,35.50195501
licata,13.93718336,37.10156734
lucca sicula,13.30670721,37.57845576
menfi,12.96641122,37.59822493
montallegro,13.35067955,37.39108905
montevago,12.99017731,37.70262274
naro,13.79204148,37.29606377
palma montechiaro,13.7636752,37.19167642
porto empedocle,13.52746716,37.28846526
racalmuto,13.73141734,37.40771285
raffadali,13.53109425,37.40489693
ravanusa,13.97248171,37.26823623
realmonte,13.46279155,37.30680567
ribera,13.2686576,37.50382096
sambuca sicilia,13.11072583,37.64742058
san biagio platani,13.52422822,37.50899211
san giovanni gemini,13.6412019,37.62994447
santa elisabetta,13.55490487,37.43158452
santa margherita belice,13.02402423,37.6919725
sant angelo muxaro,13.54427616,37.47918744
santo stefano quisquina,13.49031996,37.62469807
sciacca,13.08292613,37.50777148
siculiana,13.42004274,37.33648457
villafranca sicula,13.29093513,37.58683326
acquaviva platani,13.70014279,37.57170412
bompensiere,13.7806399,37.47263349
butera,14.18628296,37.18643008
caltanissetta,14.06184986,37.49213171
campofranco,13.71255278,37.51200991
delia,13.92762543,37.35605898
gela,14.25035002,37.06545435
marianopoli,13.91508083,37.59883246
mazzarino,14.21424397,37.30500006
milena,13.73627968,37.47145256
montedoro,13.81637743,37.4537366
mussomeli,13.75402582,37.58022427
niscemi,14.38503985,37.14528117
resuttano,14.03105327,37.68012807
riesi,14.08220646,37.28338286
san cataldo,13.99047906,37.48716186
santa caterina villarmosa,14.03188994,37.59174984
serradifalco,13.88250841,37.45653741
sommatino,13.99122294,37.33386339
sutera,13.73130483,37.52558206
vallelunga pratameno,13.83047129,37.68020669
villalba,13.8439328,37.65497687
agira,14.52379575,37.65721229
aidone,14.44789122,37.4160022
assoro,14.42408648,37.62816262
barrafranca,14.20387847,37.37284964
calascibetta,14.27309071,37.58955793
catenanuova,14.69145818,37.56792494
centuripe,14.7414306,37.62030983
cerami,14.50637122,37.81035063
enna,14.27909392,37.56705701
gagliano castelferrato,14.53558411,37.71031882
leonforte,14.39206612,37.63918202
nicosia,14.39854731,37.74805212
nissoria,14.44936356,37.65515695
piazza armerina,14.36603607,37.38420844
pietraperzia,14.13691358,37.42163431
regalbuto,14.64079757,37.65262615
sperlinga,14.35337156,37.76490049
troina,14.60044817,37.78501819
valguarnera caropepe,14.38816347,37.49667851
villarosa,14.17423425,37.5879175
aci bonaccorsi,15.10860732,37.59789361
aci castello,15.14523329,37.5558181
aci catena,15.14224165,37.60268159
acireale,15.16628791,37.61215073
aci sant antonio,15.12585282,37.60601727
adrano,14.83268741,37.66181377
belpasso,14.97704833,37.59138844
biancavilla,14.86954107,37.64125641
bronte,14.83289947,37.78751853
calatabiano,15.22774979,37.82332843
caltagirone,14.5127442,37.23808582
camporotondo etneo,15.00595832,37.56740031
castel iudica,14.64944945,37.49443804
castiglione sicilia,15.1223902,37.88270389
catania,15.08704738,37.50287801
fiumefreddo sicilia,15.20820135,37.7929303
giarre,15.18450405,37.73003683
grammichele,14.63723701,37.21500543
gravina catania,15.06212657,37.56058183
licodia eubea,14.70331914,37.15572822
linguaglossa,15.14400823,37.84073315
maletto,14.866289,37.82950116
mascali,15.19535853,37.75749529
mascalucia,15.05302159,37.57305779
militello val catania,14.79399781,37.27480551
milo,15.11606553,37.72334446
mineo,14.6911113,37.2648747
mirabella imbaccari,14.4460326,37.32443567
misterbianco,15.00637221,37.52084469
motta sant anastasia,14.96976761,37.5121011
nicolosi,15.02671373,37.61413944
palagonia,14.74576385,37.32765928
paterno,14.90251867,37.57696713
pedara,15.06021594,37.61720408
piedimonte etneo,15.17821412,37.80766824
raddusa,14.5317315,37.47291883
ramacca,14.69378294,37.38487209
randazzo,14.94605369,37.87790854
riposto,15.20383515,37.7318185
san cono,14.36600469,37.28994189
san giovanni la punta,15.09429701,37.57706765
san gregorio catania,15.10845966,37.56488406
san michele ganzaria,14.42611634,37.27946798
san pietro clarenza,15.02419347,37.57233467
sant agata li battiati,15.08022998,37.55864644
sant alfio,15.14411429,37.74407333
santa maria licodia,14.88739795,37.61617815
santa venerina,15.13887642,37.68697501
scordia,14.84609045,37.29649404
trecastagni,15.07920192,37.61700077
tremestieri etneo,15.07214434,37.57583588
valverde,15.12482337,37.57900347
viagrande,15.09632891,37.6105856
vizzini,14.7485177,37.16103188
zafferana etnea,15.10337582,37.69470869
mazzarrone,14.56159557,37.08400559
maniace,14.8077535,37.86200981
ragalna,14.93914399,37.63012861
acate,14.49372908,37.02640029
chiaramonte gulfi,14.70126744,37.03157582
comiso,14.60468609,36.94565701
giarratana,14.79303144,37.04827526
ispica,14.90352486,36.78617863
modica,14.76136035,36.85884699
monterosso almo,14.76256834,37.08888285
pozzallo,14.84615608,36.72659325
ragusa,14.7306992,36.92509197
santa croce camerina,14.52544024,36.82853528
scicli,14.70590362,36.79359171
vittoria,14.53800649,36.94878747
augusta,15.21944081,37.23060554
avola,15.13544392,36.90839155
buccheri,14.85046834,37.12651105
buscemi,14.88415569,37.08523351
canicattini bagni,15.06173869,37.03498945
carlentini,15.0147705,37.27597703
cassaro,14.94764473,37.10522743
ferla,14.94146541,37.11861277
floridia,15.15289178,37.08211457
francofonte,14.88012787,37.23078145
lentini,14.99933634,37.28451352
melilli,15.12675487,37.17850834
noto,15.06670248,36.89169626
pachino,15.09315194,36.71608657
palazzolo acreide,14.90382617,37.06188027
rosolini,14.95353104,36.82034519
siracusa,15.2933324,37.05991685
solarino,15.11909961,37.10124313
sortino,15.0328349,37.16256874
portopalo capo passero,15.13396638,36.68332543
priolo gargallo,15.18829357,37.15941965
aggius,9.06392097,40.92880745
ala sardi,9.32917825,40.65069405
alghero,8.32608134,40.54843552
anela,9.05666422,40.44354491
ardara,8.80926358,40.6238864
arzachena,9.38847706,41.07937642
banari,8.69753059,40.57197633
benetutti,9.16828273,40.45579466
berchidda,9.16400704,40.78635359
bessude,8.72722075,40.5556799
bonnanaro,8.76638326,40.5324636
bono,9.02975231,40.41690678
bonorva,8.76853126,40.41698096
bortigiadas,9.04327192,40.89144536
borutta,8.7437418,40.52227636
bottidda,9.0069729,40.39066943
budduso,9.26086355,40.57857057
bultei,9.06148663,40.45707527
bulzi,8.82973366,40.84804202
burgos,8.99368536,40.39061632
calangianus,9.19233471,40.92314505
cargeghe,8.61606937,40.66755094
castelsardo,8.71333007,40.91582154
cheremule,8.72514048,40.50610251
chiaramonti,8.82000085,40.75181945
codrongianos,8.68009951,40.65809986
cossoine,8.71259249,40.43143046
esporlatu,8.99065916,40.38598158
florinas,8.665701,40.64793049
giave,8.7505426,40.45201666
illorai,9.0021059,40.35444054
ittireddu,8.90205956,40.54399048
ittiri,8.56880739,40.59413859
laerru,8.83597569,40.81824972
la maddalena,9.4066075,41.21292425
luogosanto,9.20552532,41.0506433
luras,9.1750081,40.93619412
mara,8.63690581,40.41070077
martis,8.80866255,40.7788928
monteleone rocca doria,8.55993756,40.47187701
monti,9.32588332,40.80514851
mores,8.833674,40.54944198
muros,8.61529031,40.67910589
nughedu san nicolo,9.02206431,40.55626911
nule,9.1872891,40.46090607
nulvi,8.74457384,40.7805803
olbia,9.50486158,40.92318242
olmedo,8.38262067,40.65003781
oschiri,9.09838673,40.7194813
osilo,8.67132565,40.74402374
ossi,8.59067388,40.6763426
ozieri,8.99838131,40.58497586
padria,8.63044015,40.39800657
palau,9.38302871,41.17768674
pattada,9.11210268,40.58281193
perfugas,8.88347308,40.83024155
ploaghe,8.74930405,40.66573266
porto torres,8.40122823,40.83722955
pozzomaggiore,8.65657616,40.39932098
putifigari,8.46065767,40.56251422
romana,8.58655605,40.48434729
aglientu,9.11300677,41.08161989
santa teresa gallura,9.18836077,41.23983449
sassari,8.55966713,40.72667657
sedini,8.8171572,40.85017734
semestene,8.72611797,40.39816646
sennori,8.59526497,40.7881437
siligo,8.72556673,40.57724022
sorso,8.57785537,40.79697664
tempio pausania,9.10323451,40.90320323
thiesi,8.72058008,40.52201526
tissi,8.56237292,40.67874659
torralba,8.76198049,40.51425133
trinita d agultu e vignola,8.91371219,40.98563737
tula,8.98668427,40.73372886
uri,8.48650236,40.63791739
usini,8.54056713,40.66371528
villanova monteleone,8.47038149,40.5035733
valledoria,8.82245483,40.92775535
telti,9.35246713,40.87610644
badesi,8.87914774,40.96777523
viddalba,8.89457549,40.91705613
golfo aranci,9.62236691,41.00152384
loiri porto san paolo,9.49836273,40.8419132
sant antonio gallura,9.30130196,40.99103246
tergu,8.7124082,40.86290753
santa maria coghinas,8.86309214,40.90429476
erula,8.94168684,40.79133118
stintino,8.22629385,40.93699402
padru,9.52254209,40.76705051
budoni,9.69975634,40.70671935
san teodoro,9.67191215,40.7712228
aritzo,9.19794984,39.95938538
arzana,9.52836116,39.91850362
atzara,9.07629541,39.99167325
austis,9.08850029,40.07104643
bari sardo,9.64580126,39.84012545
baunei,9.66358993,40.03178146
belvi,9.18408371,39.96179317
birori,8.81549457,40.2660499
bitti,9.38148118,40.4750622
bolotana,8.95889386,40.32786442
borore,8.80331732,40.2154116
bortigali,8.83677489,40.28295387
desulo,9.22870581,40.01122541
dorgali,9.58812096,40.28928609
dualchi,8.90022839,40.23037556
elini,9.53114083,39.90000155
fonni,9.25241157,40.12002775
gadoni,9.18309314,39.91270924
gairo,9.5061878,39.84762882
galtelli,9.61671055,40.38662593
gavoi,9.19497917,40.1587997
girasole,9.66134528,39.95336534
ilbono,9.54177763,39.89374018
irgoli,9.630527,40.40931635
jerzu,9.51851706,39.79284428
lanusei,9.54229961,39.87682776
lei,8.92023143,40.307525
loceri,9.58207008,39.8567128
