Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località,Venditore,CAP,Comune
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179380293,A 180 d,36800,10,automatico,2024,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 200 d Automatic 4p. Premium AMG *Ambient Light*360*,https://www.automobile.it/sava-mercedes-benz-classe-200-d-automatic-4p-premium-amg-ambient-light-360/179229301,A 200 d,36800,12300,automatico,2024,Diesel,150.0,,,74028.0,sava
Mercedes-Benz Classe A A 220 D Automatic Advanced Plus Progressive,https://www.automobile.it/voghera-mercedes-benz-classe-220-d-automatic-advanced-plus-progressive/179850176,A 220 d,36800,14100,automatico,2024,Diesel,190.0,,,27058.0,voghera
Mercedes-Benz Classe A A 200 Automatic Premium Plus AMG Line,https://www.automobile.it/almese-mercedes-benz-classe-200-automatic-premium-plus-amg-line/179097161,A 200,36900,9000,automatico,2024,Ibrido,163.0,,,10040.0,almese
Mercedes-Benz Classe A A 250 e Automatic Plug-in hybrid Premium,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-premium/179096916,A 250 e,36900,13700,automatico,2024,Ibrido,218.0,,,20121.0,milano
Mercedes-benz A 200 d Automatic Advanced Plus AMG Line,https://www.automobile.it/lecce-mercedes-benz-200-d-automatic-advanced-plus-amg-line/178859051,A 200 d,36900,9553,automatico,2023,Diesel,150.0,,,73100.0,lecce
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097457,A 250 e,36900,12543,automatico,2024,Ibrido,218.0,,,20121.0,milano
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097354,A 250 e,36900,12484,automatico,2024,Ibrido,218.0,,,20121.0,milano
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097359,A 250 e,36900,23151,automatico,2024,Ibrido,218.0,,,20121.0,milano
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179097366,A 250 e,36900,23995,automatico,2024,Ibrido,218.0,,,20121.0,milano
MERCEDES-BENZ A 200 d Automatic AMG Line Premium TETTO APRIBILE,https://www.automobile.it/quinto-treviso-mercedes-benz-200-d-automatic-amg-line-premium-tetto-apribile/178763540,A 200 d,36900,19100,automatico,2023,Diesel,150.0,,,31055.0,quinto treviso
Mercedes-Benz Classe A 250 e Automatic Plug-in hybrid Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-250-automatic-plug-hybrid-advanced-plus-amg-line/179943034,A 250 e,36900,11190,automatico,2024,Ibrido,218.0,,,20121.0,milano
MERCEDES-BENZ A 180 d Automatic Advanced,https://www.automobile.it/santa-maria-licodia-mercedes-benz-180-d-automatic-advanced/180106203,A 180 d,36900,6,automatico,2025,Diesel,116.0,,,95038.0,santa maria licodia
Mercedes-Benz Classe A A 220 D Automatic Advanced Plus Progressive,https://www.automobile.it/novara-mercedes-benz-classe-220-d-automatic-advanced-plus-progressive/179850425,A 220 d,36900,10000,automatico,2024,Diesel,190.0,,,28100.0,novara
MERCEDES-BENZ A 200 d Automatic AMG Line Premium,https://www.automobile.it/novara-mercedes-benz-200-d-automatic-amg-line-premium/180133671,A 200 d,36900,9651,automatico,2023,Diesel,150.0,,,28100.0,novara
MERCEDES-BENZ A 180 d Automatic Advanced,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-advanced/179396022,A 180 d,36900,6,automatico,2025,Diesel,116.0,,,40121.0,bologna
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/179350962,A 180 d,36900,6,automatico,2025,Diesel,116.0,,,40121.0,bologna
MERCEDES-BENZ A 200 d Automatic AMG Line Premium Plus-Garanzia Mecedes,https://www.automobile.it/roma-mercedes-benz-200-d-automatic-amg-line-premium-plus-garanzia-mecedes/180123110,A 200 d,36970,6,automatico,2023,Diesel,150.0,,,118.0,roma
Mercedes Classe A 180d 116CV Premium AMG Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-180d-116cv-premium-amg-night-edition/180109779,A 180 d,36990,33549,automatico,2024,Diesel,116.0,,,98051.0,barcellona pozzo gotto
Mercedes Benz GLA220d 150cv TettoPan. Dic.'20,https://www.automobile.it/licata-mercedes-benz-gla220d-150cv-tettopan-dic-20/180026545,A 220 d,36999,113000,automatico,2020,Diesel,190.0,,,92027.0,licata
Mercedes-Benz A 200 d AMG,https://www.automobile.it/velletri-mercedes-benz-200-d-amg/178649093,A 200 d,37000,13000,automatico,2023,Diesel,150.0,,,49.0,velletri
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179746513,A 180 d,37100,23037,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-progressive/179283554,A 180 d,37150,6,automatico,2024,Diesel,116.0,,,24040.0,verdellino
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-plus-progressive/179283580,A 180 d,37150,6,automatico,2024,Diesel,116.0,,,24040.0,verdellino
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179502434,A 180 d,37200,29941,automatico,2024,Diesel,116.0,,,37121.0,verona
Mercedes-Benz A 180 A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-plus-amg-line/179551357,A 180 d,37300,6,automatico,2024,Diesel,116.0,,,40033.0,casalecchio reno
MERCEDES-BENZ A 45 AMG 4Matic+,https://www.automobile.it/casoria-mercedes-benz-45-amg-4matic/178582376,A 45,37399,90807,automatico,2021,Benzina,387.0,,,80026.0,casoria
Mercedes-Benz Classe A 180 MHEV AMG LINE ADVANCED PLUS,https://www.automobile.it/bolzano-mercedes-benz-classe-180-mhev-amg-line-advanced-plus/179455563,A 180,37400,0,automatico,2025,Benzina,136.0,,,39100.0,bolzano
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/179350971,A 180 d,37400,0,automatico,2025,Diesel,116.0,,,40121.0,bologna
Mercedes Classe A 200d 150CV Premium AMG Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-200d-150cv-premium-amg-night-edition/179946773,A 200 d,37490,47567,automatico,2022,Diesel,150.0,,,98051.0,barcellona pozzo gotto
Mercedes-Benz Classe A A 180 d Automatic Advanced AMG Line,https://www.automobile.it/olginate-mercedes-benz-classe-180-d-automatic-advanced-amg-line/179305029,A 180 d,37500,3258,automatico,2024,Diesel,116.0,,,23854.0,olginate
Mercedes-Benz Classe A A 180 d Automatic Advanced AMG Line,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-amg-line/179304565,A 180 d,37500,3258,automatico,2024,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/saronno-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179501526,A 180 d,37600,13800,automatico,2024,Diesel,116.0,,,21047.0,saronno
Mercedes-Benz Classe A A 180 d Automatic Advanced Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-progressive/179283516,A 180 d,37650,6,automatico,2024,Diesel,116.0,,,24040.0,verdellino
Mercedes-benz A180d Automatic Premium Plus AMG Line,https://www.automobile.it/casoria-mercedes-benz-a180d-automatic-premium-plus-amg-line/179047699,A 180 d,37800,5780,automatico,2024,Diesel,116.0,,,80026.0,casoria
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/albiolo-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179307702,A 180 d,37800,2118,automatico,2024,Diesel,116.0,,,22070.0,albiolo
MERCEDES-BENZ A 250 e Plug-in hybrid AMG Line - TETTO - VARI COLORI!,https://www.automobile.it/piombino-dese-mercedes-benz-250-plug-hybrid-amg-line-tetto-vari-colori/178955064,A 250 e,37800,6,automatico,2024,Ibrido,218.0,,,35017.0,piombino dese
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/como-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179304549,A 180 d,37800,2118,automatico,2024,Diesel,116.0,,,22100.0,como
Mercedes-Benz Classe A A 180 d Automatic Advanced AMG Line,https://www.automobile.it/saronno-mercedes-benz-classe-180-d-automatic-advanced-amg-line/179911256,A 180 d,37800,10,automatico,2025,Diesel,116.0,,,21047.0,saronno
Mercedes Classe A 180 180 Advanced Plus AMG Line 7G-DCT,https://www.automobile.it/brescia-mercedes-classe-180-180-advanced-plus-amg-line-7g-dct/179655082,A 180,37800,0,automatico,2025,Benzina,136.0,,,25121.0,brescia
Mercedes Classe A 180 180 Advanced Plus AMG Line 7G-DCT,https://www.automobile.it/san-giorgio-mantova-mercedes-classe-180-180-advanced-plus-amg-line-7g-dct/179654879,A 180,37800,0,automatico,2025,Benzina,136.0,,,,san giorgio mantova
Mercedes-benz A 200 A 200 d Automatic Premium AMG Line,https://www.automobile.it/montecatini-terme-mercedes-benz-200-200-d-automatic-premium-amg-line/178596060,A 200 d,37860,18500,automatico,2024,Diesel,150.0,,,51016.0,montecatiniterme
Mercedes-benz A 200 d Automatic Premium AMG Line,https://www.automobile.it/verolengo-mercedes-benz-200-d-automatic-premium-amg-line/178419581,A 200 d,37900,5124,automatico,2023,Diesel,150.0,,,10038.0,verolengo
Mercedes-benz A 200 A 200 d Automatic Premium AMG Line,https://www.automobile.it/verolengo-mercedes-benz-200-200-d-automatic-premium-amg-line/179042492,A 200 d,37900,5124,automatico,2023,Diesel,150.0,,,10038.0,verolengo
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/parma-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/178896946,A 180 d,37900,10,automatico,2024,Diesel,116.0,,,43121.0,parma
MERCEDES-BENZ A 200 d SPORT AUTOMATIC,https://www.automobile.it/altavilla-vicentina-mercedes-benz-200-d-sport-automatic/178357428,A 200 d,37900,8231,automatico,2023,Diesel,150.0,,,36077.0,altavilla vicentina
Mercedes-Benz A 180 d Automatic AMG Line Premium Plus,https://www.automobile.it/fonte-nuova-mercedes-benz-180-d-automatic-amg-line-premium-plus/180059373,A 180 d,37900,12000,automatico,2023,Diesel,116.0,,,13.0,fonte nuova
Mercedes-Benz Classe A 180d Automatic Sedan Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180d-automatic-sedan-advanced-plus-amg-line/180066631,A 180 d,37900,6,automatico,2024,Diesel,116.0,,,20121.0,milano
Mercedes-Benz Classe A A 200 Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-200-automatic-advanced-plus-amg-line/180078798,A 200,37900,17249,automatico,2023,Ibrido,163.0,,,20121.0,milano
MERCEDES-BENZ A 180 d Automatic AMG Line Advanced Plus,https://www.automobile.it/bologna-mercedes-benz-180-d-automatic-amg-line-advanced-plus/179776652,A 180 d,37900,6,automatico,2025,Diesel,116.0,,,40121.0,bologna
MERCEDES-BENZ A 200 d Automatic AMG Line Premium Plus**PAK A35 AMG***,https://www.automobile.it/dueville-mercedes-benz-200-d-automatic-amg-line-premium-plus-pak-a35-amg/180097560,A 200 d,37900,48000,automatico,2023,Diesel,150.0,,,36031.0,dueville
Mercedes-benz A 200 Automatic Premium AMG Tetto/19/Mbux realtà aumentata,https://www.automobile.it/cesano-maderno-mercedes-benz-200-automatic-premium-amg-tetto-19-mbux-realta-aumentata/178467621,A 200,37990,19780,automatico,2021,Benzina,163.0,,,20811.0,cesano maderno
New Mercedes Classe A 180d 116CV Premium AMG Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-new-mercedes-classe-180d-116cv-premium-amg-night-edition/179946777,A 180 d,37990,5667,automatico,2023,Diesel,116.0,,,98051.0,barcellona pozzo gotto
Mercedes Classe A 250 Premium AMG 224CV Night Edition,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-250-premium-amg-224cv-night-edition/179946774,A 250,37990,9969,automatico,2023,Benzina,224.0,,,98051.0,barcellona pozzo gotto
Mercedes-benz A 45 AMG A 35 AMG 4Matic,https://www.automobile.it/riva-ligure-mercedes-benz-45-amg-35-amg-4matic/178521849,A 35,38000,70000,automatico,2019,Benzina,306.0,,,18015.0,riva ligure
Mercedes-Benz Classe A A 180 d Automatic AMG Line Advanced,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-amg-line-advanced/179831899,A 180 d,38000,0,automatico,2025,Diesel,116.0,,,24040.0,verdellino
Mercedes-Benz A 180 A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-plus-amg-line/179551257,A 180 d,38000,6,automatico,2024,Diesel,116.0,,,40033.0,casalecchio reno
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179497408,A 180 d,38100,6200,automatico,2024,Diesel,116.0,,,27058.0,voghera
Mercedes-Benz Classe A A 180 d Automatic Advanced Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-advanced-progressive/179283567,A 180 d,38150,6,automatico,2024,Diesel,116.0,,,24040.0,verdellino
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179850074,A 180 d,38200,10,automatico,2025,Diesel,116.0,,,21052.0,busto arsizio
Mercedes-Benz Classe A - W177 2023 - A 250 e phev AMG Line Advanced Plus auto,https://www.automobile.it/lucca-mercedes-benz-classe-w177-2023-250-phev-amg-line-advanced-plus-auto/179659591,A 250 e,38200,6702,automatico,2024,Ibrido,218.0,,,55100.0,lucca
Mercedes-Benz A 180 A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/casalecchio-reno-mercedes-benz-180-180-d-automatic-advanced-plus-amg-line/179873727,A 180 d,38300,6,automatico,2024,Diesel,116.0,,,40033.0,casalecchio reno
Mercedes-Benz Classe A A 200 d Automatic Premium AMG Line IVA ESPOSTA,https://www.automobile.it/novara-mercedes-benz-classe-200-d-automatic-premium-amg-line-iva-esposta/179886338,A 200 d,38450,12479,automatico,2023,Diesel,150.0,,,28100.0,novara
Mercedes Classe A 220d 190 CV Premium AMG,https://www.automobile.it/barcellona-pozzo-gotto-mercedes-classe-220d-190-cv-premium-amg/179946770,A 220 d,38490,47916,automatico,2022,Diesel,190.0,,,98051.0,barcellona pozzo gotto
Mercedes-Benz Classe A A 180 D PROGRESSIVE ADVANCED AUTO,https://www.automobile.it/busto-arsizio-mercedes-benz-classe-180-d-progressive-advanced-auto/179491799,A 180 d,38500,804,automatico,2024,Diesel,116.0,,,21052.0,busto arsizio
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/verona-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179840967,A 180 d,38600,10,automatico,2025,Diesel,116.0,,,37121.0,verona
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/voghera-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/179887358,A 180 d,38600,10,automatico,2025,Diesel,116.0,,,27058.0,voghera
Mercedes Classe A 180 180 Advanced Plus AMG Line 7G-DCT,https://www.automobile.it/brescia-mercedes-classe-180-180-advanced-plus-amg-line-7g-dct/179655066,A 180,38600,0,automatico,2025,Benzina,136.0,,,25121.0,brescia
Mercedes Classe A 180 180 Advanced Plus AMG Line 7G-DCT,https://www.automobile.it/san-giorgio-mantova-mercedes-classe-180-180-advanced-plus-amg-line-7g-dct/179654861,A 180,38600,0,automatico,2025,Benzina,136.0,,,,san giorgio mantova
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced Plus Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-4p-advanced-plus-progressive/179283532,A 180 d,38650,6,automatico,2024,Diesel,116.0,,,24040.0,verdellino
Mercedes-Benz Classe A A 180 d Automatic 4p. Advanced Plus Progressive,https://www.automobile.it/verdellino-mercedes-benz-classe-180-d-automatic-4p-advanced-plus-progressive/179283477,A 180 d,38650,6,automatico,2024,Diesel,116.0,,,24040.0,verdellino
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-250-250-automatic-plug-hybrid-executive/179551284,A 250 e,38690,0,automatico,2025,Ibrido,218.0,,,40033.0,casalecchio reno
Mercedes-Benz A 250 A 250 e Automatic Plug-in hybrid Executive,https://www.automobile.it/casalecchio-reno-mercedes-benz-250-250-automatic-plug-hybrid-executive/179551248,A 250 e,38690,0,automatico,2025,Ibrido,218.0,,,40033.0,casalecchio reno
Mercedes-Benz Classe A A 180 d Automatic Advanced Plus AMG Line,https://www.automobile.it/milano-mercedes-benz-classe-180-d-automatic-advanced-plus-amg-line/180108102,A 180 d,38700,21987,automatico,2024,Diesel,116.0,,,20121.0,milano
Mercedes-benz A 35 Tua A SOLI 527€ al mese,https://www.automobile.it/san-giovanni-punta-mercedes-benz-35-soli-527-mese/180154271,A 35,38750,72000,automatico,2020,Benzina,306.0,,,95037.0,san giovanni la punta
Mercedes-Benz A 180 d Automatic,https://www.automobile.it/cuneo-mercedes-benz-180-d-automatic/179837295,A 180 d,38790,0,automatico,2025,Diesel,116.0,,,12100.0,cuneo
Mercedes-benz A 35 4Matic 306 cv-TURBO -RACE- EDITION,https://www.automobile.it/ottaviano-mercedes-benz-35-4matic-306-cv-turbo-race-edition/180146891,A 35,38899,70000,automatico,2019,Benzina,306.0,,,80044.0,ottaviano
Mercedes-Benz Classe A A 45S AMG 4Matic+,https://www.automobile.it/parma-mercedes-benz-classe-45s-amg-4matic/179203775,A 45 S,38900,63000,automatico,2021,Benzina,421.0,,,43121.0,parma
Mercedes-Benz Classe A A 200 d Automatic AMG Line Premium Plus,https://www.automobile.it/verona-mercedes-benz-classe-200-d-automatic-amg-line-premium-plus/179915598,A 200 d,38900,16339,automatico,2024,Diesel,150.0,,,37121.0,verona
MERCEDES-BENZ A 250 MHV 4MATIC PREMIUM AMG AUTOMATIC,https://www.automobile.it/altavilla-vicentina-mercedes-benz-250-mhv-4matic-premium-amg-automatic/180019088,A 250,38900,11539,automatico,2024,Ibrido,224.0,,,36077.0,altavilla vicentina
Mercedes-benz A 180 A 180 d Automatic AMG Line Premium,https://www.automobile.it/rosarno-mercedes-benz-180-180-d-automatic-amg-line-premium/179793536,A 180 d,38900,6,automatico,2024,Diesel,116.0,,,89025.0,rosarno
