Annuncio,Link,Modello,Prezzo,Chilometraggio,Cambio,Immatricolazione,Carburante,CV,Località,Venditore,CAP,Comune
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2018-aa1c80bbcf81db32?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 180 d,22800,72000,automatico,2018,Diesel,116.0,,,31053,pieve soligo
Mercedes-Benz Classe A - A 220 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-diesel-2023-20fda4b3f6bda71b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 220 d,39950,6999,automatico,2023,Diesel,191.0,,,40066,pieve cento
Mercedes-Benz Classe A - MHV SPORT AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-ibrida-2023-421d27ec8efb7513?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 200,26900,42213,automatico,2023,Ibrido,164.0,,,36077,altavilla vicentina
Mercedes-Benz Classe A - Automatic AMG Line Advanced Plus AUTO,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45-amg-ibrida-2023-c723832c081034e4?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 45,32400,11600,automatico,2023,Benzina,164.0,,,30030,martellago
Mercedes-Benz Classe A - d Premium AMG Line,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-diesel-2022-1c4dc42c3fc7ff1b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 200 d,33990,35855,automatico,2022,Diesel,150.0,,,73100,lecce
Mercedes-Benz Classe A - A 180 d Automatic Business,https://autosupermarket.it/annunci/mercedes-classe-a-180-diesel-2018-1d8f0cbaefb6eb73?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 180 d,25800,82900,manuale,2018,Diesel,116.0,,,40056,valsamoggia
Mercedes-Benz Classe A - MHV PREMIUM AMG AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-amg-ibrida-2024-2ab34952c10a8a03?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 180,31900,23818,automatico,2024,Ibrido,136.0,,,36077,altavilla vicentina
Mercedes-Benz Classe A - e Automatic Plug-in hybrid Sport NAVI,https://autosupermarket.it/annunci/mercedes-classe-a-250-e-ibrida-2022-bfcb6fc855a4d699?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 250 e,31900,41529,automatico,2022,Ibrido,161.0,,,40128,bologna
Mercedes-Benz Classe A - d Auto SEDAN Sport Navi,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2020-346f36b5434f654d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 180 d,25400,76949,automatico,2020,Diesel,116.0,,,40128,bologna
Mercedes-Benz Classe A - d Auto Premium Navi,https://autosupermarket.it/annunci/mercedes-classe-a-220-d-diesel-2019-4757f2eb57b75b05?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 220 d,28900,66821,automatico,2019,Diesel,191.0,,,40128,bologna
Mercedes-Benz Classe A - A 200 d Automatic Advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-diesel-2023-56e7294e9bcb8b68?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 200 d,34950,14900,automatico,2023,Diesel,150.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 180 d Automatic Premium Luxury,https://autosupermarket.it/annunci/mercedes-classe-a-180-diesel-ac6ffacc158c1817?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 180 d,25990,90000,automatico,2018,Diesel,116.0,,,57023,cecina
Mercedes-Benz Classe A - d PREMIUM AMG AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2024-2bdfb3a5c88d2bf1?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D31,A 180 d,34900,11486,automatico,2024,Diesel,116.0,,,36077,altavilla vicentina
Mercedes-Benz Classe A - 4Matic Autom Premium AMG/Led/MBUX,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-benzina-2022-4c80c253683690db?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 250,34500,22900,automatico,2022,Benzina,225.0,,,33052,cervignano friuli
Mercedes-Benz Classe A - e Auto Plug-in hybrid Sport Navi,https://autosupermarket.it/annunci/mercedes-classe-a-250-e-benzina-2022-974a6b6cd5a5e406?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 250 e,33800,22344,automatico,2022,Benzina,161.0,,,40128,bologna
Mercedes-Benz Classe A - A 180 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2024-4cf66cb838302f47?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180 d,43900,10,automatico,2024,Diesel,116.0,,,40066,pieve cento
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-c0103b74e85e0322?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 200 d,36900,4950,automatico,2023,Diesel,150.0,,,47822,santarcangelo romagna
Mercedes-Benz Classe A - d Auto Sport Navi,https://autosupermarket.it/annunci/mercedes-classe-a-220-d-diesel-2020-51fa93571f0441b1?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 220 d,30900,27379,automatico,2020,Diesel,191.0,,,40128,bologna
Mercedes-Benz Classe A - d Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-d-diesel-2020-2933fe517dbd85e3?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 160 d,22400,81530,manuale,2020,Diesel,96.0,,,35010,trebaseleghe
Mercedes-Benz Classe A - Premium amg,https://autosupermarket.it/annunci/mercedes-classe-a-180-amg-diesel-2020-7216bf721cc24454?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180,23300,132000,automatico,2020,Diesel,117.0,,,72023,mesagne
"Mercedes-Benz Classe A - d Automatic Sport ""NEOPATENTATI""",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2022-bc4944b7bc58955a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180 d,26500,31237,automatico,2022,Diesel,116.0,,,30174,venezia
Mercedes-Benz Classe A - Amg Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2022-574b0b853f60fb46?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180,34200,5000,manuale,2022,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - 4Matic 4p.,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2020-44390f19b9d8fe19?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 35,41950,13700,automatico,2020,Benzina,306.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 180 d Automatic Advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2023-7386170bf945c190?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180 d,31950,10999,automatico,2023,Diesel,116.0,,,40066,pieve cento
Mercedes-Benz Classe A - Automatic 4Matic Amg Line,https://autosupermarket.it/annunci/mercedes-classe-a-250-benzina-2021-7c3677db718d1586?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 250,40200,27000,automatico,2021,Benzina,225.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Sport,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2020-14860936a97d8479?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180 d,26900,48000,automatico,2020,Diesel,116.0,,,06083,bastia umbra
Mercedes-Benz Classe A - d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-1c070d982485baca?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 200 d,38380,13357,automatico,2023,Diesel,150.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - 180d 8G-DCT Progressive Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2023-c2026e05b4e4d599?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 180 d,33410,16582,automatico,2023,Diesel,116.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - A 200 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-diesel-2023-32cdfa6d1abe6a0a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 200 d,36950,26400,automatico,2023,Diesel,150.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 45S AMG 4Matic+,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2021-a0d1a4388a36e864?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 45 S,38900,63000,automatico,2021,Benzina,422.0,,,43126,parma
Mercedes-Benz Classe A -  - a 250 e phev (eq-power) business auto,https://autosupermarket.it/annunci/mercedes-classe-a-250-ibrida-2021-1a6aa04daff33986?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 250,24930,49135,automatico,2021,Ibrido,161.0,,,55100,lucca
Mercedes-Benz Classe A - Automatic Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-200-benzina-2022-036b1af6800441d0?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 200,35500,5000,automatico,2022,Benzina,164.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - 4Matic Race Edition,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2020-857723eaa2dc61e8?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D32,A 35,33500,110000,automatico,2020,Benzina,306.0,,,40066,pieve cento
Mercedes-Benz Classe A - d Automatic AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-9a5bb8c65fe86a67?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 200 d,38994,10442,automatico,2023,Diesel,150.0,,,41051,castelnuovo rangone
"Mercedes-Benz Classe A - Unico proprietario, box privato",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2021-d7c24d5c77f61654?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,24000,57600,automatico,2021,Diesel,116.0,,,02038,scandriglia
"Mercedes-Benz Classe A - prestigiosa Mercedes classe A w177, Premium AMG LINE",https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-amg-benzina-2020-5aefa6c1dc8b3517?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 200,27000,33000,automatico,2020,Benzina,164.0,,,00166,roma
Mercedes-Benz Classe A - AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2022-ccdca64ef8ad1eff?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180,31600,3500,manuale,2022,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - A 250 e hybrid EQ AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-ibrida-2024-ee382a953161fe1a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 250,37950,18800,automatico,2024,Ibrido,218.0,,,40066,pieve cento
Mercedes-Benz Classe A - d,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2018-b68e561220583617?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,23300,93500,manuale,2018,Diesel,109.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - 200 d AMG Line Premium auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-diesel-2023-ea0ae155bf2986b5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 200 d,39990,200,automatico,2023,Diesel,151.0,,,09123,cagliari
Mercedes-Benz Classe A - CDI AUTOMATICA AMG PREMIUM,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2024-d02042e3c37a07ef?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,34900,29800,automatico,2024,Diesel,150.0,,,57016,rosignano marittimo
Mercedes-Benz Classe A - d Automatic 4p. Premium PANORAMA AMG VIRTUAL,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-d-diesel-2022-d4710eebdbfc49fc?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 200 d,29900,124288,automatico,2022,Diesel,150.0,,,42016,guastalla
Mercedes-Benz Classe A - Automatic/MBUX SOUND S./NAVI/VIRTUAL COCKPIT,https://autosupermarket.it/annunci/mercedes-classe-a-200-benzina-2018-dfffe7138b5b33d5?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 200,26500,55502,automatico,2018,Benzina,164.0,,,31020,san fior
Mercedes-Benz Classe A - d Automatic Business Extra,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2019-aedd41fbebe13ede?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,23500,58850,automatico,2019,Diesel,116.0,,,35010,trebaseleghe
"Mercedes-Benz Classe A - Automatic Advanced Progressive ""NEOPATENTATI""",https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-ibrida-2023-5dd04ceb78590b96?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180,28500,12558,automatico,2023,Benzina,136.0,,,30174,venezia
Mercedes-Benz Classe A - A 45S AMG 4Matic+ - UNICO PROPRIETARIO,https://autosupermarket.it/annunci/mercedes-benz-classe-a-45s-amg-benzina-2022-a30b0b7062a8914b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 45 S,44400,23000,automatico,2022,Benzina,422.0,,,43126,parma
Mercedes-Benz Classe A -  - a 180 d sport,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2021-6a99d3b5edd6f45c?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,26500,62987,manuale,2021,Diesel,116.0,,,47921,rimini
Mercedes-Benz Classe A - d Automatic Progressive/PARK PILOT/VIRTUAL/LED,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2018-9a5af02cef2421e2?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,24900,54957,automatico,2018,Diesel,116.0,,,31020,san fior
Mercedes-Benz Classe A -  - a 180 d automatic progressive advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-diesel-2023-382d48d719a44d4d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,28000,38160,automatico,2023,Diesel,116.0,,,50059,vinci
Mercedes-Benz Classe A - d 4p. Premium,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2022-69314b15592556eb?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 180 d,37300,7294,automatico,2022,Diesel,116.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - d Automatic Executive,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-d-diesel-2022-f927bfd5ce632620?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 160 d,26950,27800,automatico,2022,Diesel,116.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 250 e hybrid EQ AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-ibrida-2024-2b157fc752d8421a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 250,37950,10999,automatico,2024,Ibrido,218.0,,,40066,pieve cento
Mercedes-Benz Classe A - 4Matic Night-Multibeam-LEDambient-Camera360-19'',https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2022-e4ac4bdc2f8ef07d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D33,A 35,41900,59400,automatico,2022,Benzina,306.0,,,31039,riese pio x
Mercedes-Benz Classe A - MHV SPORT AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-ibrida-2023-98e0417a908eeb05?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200,25900,12378,automatico,2023,Ibrido,164.0,,,36077,altavilla vicentina
Mercedes-Benz Classe A - d Automatic Advanced Plus AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-75864dafcb8068a6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 180 d,36400,1,automatico,2023,Diesel,116.0,,,40128,bologna
Mercedes-Benz Classe A - d Automatic AMG Line Premium -PREZZO SENZA VINCOLI,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-3a9607717179e701?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200 d,36900,6000,automatico,2023,Diesel,150.0,,,30035,mirano
Mercedes-Benz Classe A - d PREMIUM AMG AUTOMATIC,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-d-amg-diesel-2024-f9d1652b6851f2cf?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 180 d,33300,22082,automatico,2024,Diesel,116.0,,,36077,altavilla vicentina
Mercedes-Benz Classe A - Automatic 4p.,https://autosupermarket.it/annunci/mercedes-classe-a-250-benzina-2022-4222b24089680521?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 250,51100,14800,automatico,2022,Benzina,225.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Automatic AMG,https://autosupermarket.it/annunci/mercedes-classe-a-200-benzina-2022-ae52de8fc5f06719?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200,36700,5400,automatico,2022,Benzina,164.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - e Automatic Plug-in hybrid Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-e-ibrida-2021-72f5cf26b296442b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 250 e,29950,48999,automatico,2021,Ibrido,218.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 200 Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-ibrida-2023-b48be3f080d4145e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200,36950,9999,automatico,2023,Benzina,164.0,,,40066,pieve cento
Mercedes-Benz Classe A - 4Matic AMG Line Premium Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-35-amg-benzina-2024-03835041d9701ce9?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 35,51900,1361,automatico,2024,Benzina,306.0,,,51031,agliana
Mercedes-Benz Classe A - d Auto Business Navi,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2020-11bc252bbabddf2f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 180 d,24900,59730,automatico,2020,Diesel,116.0,,,40128,bologna
Mercedes-Benz Classe A - A 250 e hybrid EQ AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-ibrida-2023-aa8aa04f0189777b?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 250,37950,15000,automatico,2023,Ibrido,218.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 180 d Automatic Advanced,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-diesel-2023-03b513cc47d8befc?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 180 d,31950,12500,automatico,2023,Diesel,116.0,,,40066,pieve cento
Mercedes-Benz Classe A - Automatic AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2020-53035e2bc10a92a8?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 180,31900,40000,automatico,2020,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - d Automatic 4p. AMG Line,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-7cecf1c79c214e0f?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200 d,39240,13946,automatico,2023,Diesel,150.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Automatic Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-benzina-2022-f2b6dd5d3e6cd2d6?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 180,32500,4800,automatico,2022,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - Classe a 200 amg line advanced plus auto,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-ibrida-2024-07a470b4b38f3288?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200,42500,7618,automatico,2024,Benzina,164.0,,,35127,padova
Mercedes-Benz Classe A - e Plug-in hybrid Automatica 4p. amg line,https://autosupermarket.it/annunci/mercedes-classe-a-250-e-ibrida-2022-2f62d77d526847ce?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 250 e,47479,0,automatico,2022,Ibrido,218.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - d Automatic 4p. AMG Line Premium,https://autosupermarket.it/annunci/mercedes-classe-a-200-d-amg-diesel-2023-abca48855014d802?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200 d,41000,5124,automatico,2023,Diesel,150.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - A 250 e hybrid EQ AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-250-ibrida-2024-636673696746a3f7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 250,37950,15999,automatico,2024,Ibrido,218.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 200 d Automatic AMG Line Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-diesel-2023-ffc3dc7f1b99bf66?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D34,A 200 d,38950,24700,automatico,2023,Diesel,150.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 200 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-200-diesel-2023-816f7642c6b7618a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 200 d,37950,16999,automatico,2023,Diesel,150.0,,,40066,pieve cento
Mercedes-Benz Classe A - Automatic Progressive,https://autosupermarket.it/annunci/mercedes-classe-a-180-ibrida-2023-0ba0778e673a0e8d?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180,37500,5000,automatico,2023,Benzina,136.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - 180d 8G-DCT Progressive Line,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-diesel-2023-3ac3b1c252dbc420?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180 d,33910,11863,automatico,2023,Diesel,116.0,,,41051,castelnuovo rangone
Mercedes-Benz Classe A - A 220 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-diesel-2023-b757b41aa0886811?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 220 d,38950,7800,automatico,2023,Diesel,191.0,,,40066,pieve cento
Mercedes-Benz Classe A - d Automatic Premium,https://autosupermarket.it/annunci/mercedes-benz-classe-a-160-d-diesel-2020-9f08be0684157f1a?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 160 d,26950,79500,automatico,2020,Diesel,116.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 220 d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-220-diesel-2023-c88a9100568c77f7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 220 d,39950,22500,automatico,2023,Diesel,191.0,,,40066,pieve cento
Mercedes-Benz Classe A - A 180 Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-benz-classe-a-180-ibrida-2023-b5cc21a5ec5a463e?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180,34950,15800,automatico,2023,Benzina,136.0,,,40066,pieve cento
Mercedes-Benz Classe A - d Automatic AMG Line Advanced Plus,https://autosupermarket.it/annunci/mercedes-classe-a-180-d-amg-diesel-2023-956fd7d825df89f7?search=https://autosupermarket.it/ricerca/mercedes/classe-a/anno-da-2018?t%3D9f4dom%26page%3D35,A 180 d,34890,12890,automatico,2023,Diesel,116.0,,,31020,san fior
